First_Name,Last_Name,Season,Position,Team_End_Season,Shot,Shot2,height_in,weight_lbs,Signing Age,Length,AAV,Expiry_Age,Expiry Status,next_length,next_aav,pred_length,pred_AAV,GP,G,A,P,PIM,GF_pct,CF_pct,TOI_5x5,TOI_PP,TOI_PK,EVO_GAR,EVD_GAR,PPO_GAR,SHD_GAR,Take_GAR,Draw_GAR,Cap_Ceiling,AAV_pct_cap,Next_Cap_Ceiling,next_AAV_pct_cap,pred_AAV_pct_cap,Team,Draft_Position_Raw,Undrafted
Radko,Gudas,2023,Defenseman,FLA,0,Right,72,207,30,3,"$2,500,000",33,UFA,3,"$4,000,000",3,"$3,849,464",72,2,15,17,79,58,56,14.27,0.15,2.3,1.6,6.3,-0.1,-2.4,-1.4,0,"$82,500,000",3.0%,"$83,500,000",4.8%,4.6%,FLA,66,0
Vladislav,Namestnikov,2023,Center,WPG,1,Left,72,181,29,1,"$2,500,000",30,UFA,2,"$2,000,000",2,"$1,999,857",77,8,17,25,35,54,53,10.78,1.12,0.55,3.2,3.1,-2.8,0.6,-0.5,0.7,"$82,500,000",3.0%,"$83,500,000",2.4%,2.4%,T.B/WPG,27,0
Dante,Fabbro,2023,Defenseman,NSH,0,Right,72,201,23,2,"$2,400,000",25,RFA+ARB,1,"$2,500,000",2,"$2,537,908",79,2,9,11,50,44,48,15,0.28,1.73,-6.9,6.4,0.2,-0.1,-1,-0.6,"$82,500,000",2.9%,"$83,500,000",3.0%,3.0%,NSH,17,0
Erik,Haula,2023,Winger,NJ,1,Left,72,192,30,2,"$2,375,000",32,UFA,3,"$3,150,000",3,"$3,028,945",80,14,27,41,47,53,55,13.15,1.12,1.83,4.2,2.3,0.2,0.7,-0.8,-1.3,"$82,500,000",2.9%,"$83,500,000",3.8%,3.6%,N.J,182,0
Filip,Chytil,2023,Center,NYR,1,Left,75,209,21,2,"$2,300,000",23,RFA+ARB,4,"$4,437,500",4,"$4,405,055",74,22,23,45,30,57,51,12.82,1.32,0.03,7.7,-0.7,0.7,0,0,1.2,"$82,500,000",2.8%,"$83,500,000",5.3%,5.3%,NYR,21,0
Pierre,Engvall,2023,Winger,TOR,1,Left,77,216,26,1,"$2,250,000",27,UFA,7,"$3,000,000",6,"$3,106,155",76,17,13,30,31,54,54,12.02,0.95,0.43,7.1,1.8,0,0.9,1.2,-1.3,"$82,500,000",2.7%,"$83,500,000",3.6%,3.7%,NYI/TOR,188,0
Dmitry,Kulikov,2023,Defenseman,PIT,1,Left,72,212,30,2,"$2,250,000",32,UFA,1,"$1,000,000",1,"$1,050,086",67,3,13,16,34,40,43,16.07,0.03,2.85,1.5,-2.8,0,-2.1,-0.9,-0.4,"$82,500,000",2.7%,"$83,500,000",1.2%,1.3%,ANA/PIT,14,0
Olli,Maatta,2023,Defenseman,DET,1,Left,74,209,27,1,"$2,250,000",28,UFA,2,"$3,000,000",3,"$3,022,268",78,6,17,23,14,41,46,16.5,0.05,1.48,-4.7,0.9,0,0.8,2,-0.6,"$82,500,000",2.7%,"$83,500,000",3.6%,3.6%,DET,22,0
Ivan,Barbashev,2023,Center,VGK,1,Left,72,203,25,2,"$2,250,000",27,UFA,5,"$5,000,000",5,"$4,813,293",82,16,29,45,42,52,46,13.8,1.85,0.75,3.9,-5,1.1,1,0.4,1,"$82,500,000",2.7%,"$83,500,000",6.0%,5.8%,STL/VGK,33,0
Zemgus,Girgensons,2023,Center,BUF,1,Left,74,196,26,3,"$2,200,000",29,UFA,1,"$2,500,000",2,"$2,357,886",80,10,8,18,14,42,52,11.27,0.05,1.35,-6.7,5.1,0.1,-1.8,1.1,0.6,"$82,500,000",2.7%,"$83,500,000",3.0%,2.8%,BUF,14,0
Teddy,Blueger,2023,Center,VGK,1,Left,72,185,26,2,"$2,200,000",28,UFA,1,"$1,900,000",2,"$1,803,591",63,4,12,16,30,37,47,10.55,0.07,2,-0.5,-0.9,0,-1.6,1.2,-0.3,"$82,500,000",2.7%,"$83,500,000",2.3%,2.2%,PIT/VGK,52,0
Adam,Erne,2023,Winger,DET,1,Left,73,209,26,2,"$2,100,000",28,UFA,1,"$775,000",2,"$1,044,077",61,8,10,18,21,36,42,11.48,0.02,1.57,-2.3,1.3,0,-1.1,0.7,-0.7,"$82,500,000",2.5%,"$83,500,000",0.9%,1.3%,DET,33,0
Jesper,Fast,2023,Winger,CAR,0,Right,72,192,28,3,"$2,000,000",31,UFA,2,"$2,400,000",2,"$2,496,223",80,10,19,29,16,53,60,12.87,0.27,1.38,1.4,2,-0.4,0.9,1.2,0.3,"$82,500,000",2.4%,"$83,500,000",2.9%,3.0%,CAR,157,0
Evan,Rodrigues,2023,Center,COL,0,Right,71,183,29,1,"$2,000,000",30,UFA,4,"$3,000,000",3,"$3,053,236",69,16,23,39,30,54,56,14.98,1.82,0.53,8.3,3.6,2.9,-1.1,0.4,0.4,"$82,500,000",2.4%,"$83,500,000",3.6%,3.7%,COL,250,1
Tyson,Jost,2023,Center,MIN,1,Left,71,187,23,2,"$2,000,000",25,UFA no QO,1,"$2,000,000",2,"$1,961,205",71,7,18,25,34,42,48,11.7,0.07,1.25,1.4,1.8,0,-0.1,0.2,0.3,"$82,500,000",2.4%,"$83,500,000",2.4%,2.3%,BUF/MIN,10,0
Yegor,Sharangovich,2023,Center,NJ,1,Left,74,196,23,2,"$2,000,000",25,RFA+ARB,2,"$3,100,000",3,"$3,077,384",75,13,17,30,16,45,53,12.15,0.08,1.93,-0.3,-1.1,-0.1,0.4,1,0.4,"$82,500,000",2.4%,"$83,500,000",3.7%,3.7%,N.J,141,0
Niko,Mikkola,2023,Defenseman,STL,1,Left,78,205,26,1,"$1,900,000",27,UFA,3,"$2,500,000",3,"$2,489,811",81,1,5,6,58,49,43,15.33,0.03,1.68,0.4,0.5,0,-1.4,-1.1,-0.5,"$82,500,000",2.3%,"$83,500,000",3.0%,3.0%,NYR/STL,127,0
Trevor,Moore,2023,Center,LA,1,Left,71,194,26,2,"$1,875,000",28,UFA,5,"$4,200,000",4,"$3,645,773",59,10,19,29,14,45,54,13.2,1.93,1.22,-2.1,3,3.7,0.3,0.8,0.1,"$82,500,000",2.3%,"$83,500,000",5.0%,4.4%,L.A,250,1
Ryan,Reaves,2023,Winger,NYR,0,Right,74,225,34,1,"$1,750,000",35,UFA,3,"$1,350,000",2,"$1,423,113",73,5,10,15,43,45,45,9.22,0.02,0,0.8,0.1,0,0,1.2,-0.5,"$82,500,000",2.1%,"$83,500,000",1.6%,1.7%,MIN/NYR,156,0
Tomas,Nosek,2023,Winger,BOS,1,Left,74,205,28,2,"$1,750,000",30,UFA,1,"$1,000,000",1,"$1,246,439",66,7,11,18,48,58,45,9.72,0.03,2.43,-3,0.5,0.1,1.7,-0.3,-0.9,"$82,500,000",2.1%,"$83,500,000",1.2%,1.5%,BOS,250,1
Vinnie,Hinostroza,2023,Winger,BUF,0,Right,70,176,28,1,"$1,700,000",29,UFA,1,"$775,000",2,"$857,793",26,2,9,11,6,48,50,12.23,0.03,0.27,0.6,-2.6,0,0.1,0.4,0.2,"$82,500,000",2.1%,"$83,500,000",0.9%,1.0%,BUF,169,0
Sammy,Blais,2023,Winger,STL,1,Left,74,205,25,1,"$1,525,000",26,UFA,1,"$1,000,000",2,"$1,300,107",71,9,16,25,30,56,46,10.85,0.82,0,3.4,2.4,1.1,0,-0.6,1.5,"$82,500,000",1.8%,"$83,500,000",1.2%,1.6%,NYR/STL,176,0
Luke,Glendening,2023,Center,DAL,0,Right,71,190,32,2,"$1,500,000",34,UFA,2,"$800,000",2,"$1,010,529",70,3,3,6,50,31,48,9.52,0.07,2.18,-6,-0.7,0,-0.3,0.4,0.8,"$82,500,000",1.8%,"$83,500,000",1.0%,1.2%,DAL,250,1
Garnet,Hathaway,2023,Winger,WSH,0,Right,75,207,27,4,"$1,500,000",31,UFA,2,"$2,375,000",3,"$2,299,129",84,13,9,22,69,54,48,10.17,0.02,1.42,3,0.5,0,2.3,-0.6,2.4,"$82,500,000",1.8%,"$83,500,000",2.8%,2.8%,BOS/WSH,250,1
Brett,Howden,2023,Center,VGK,1,Left,74,201,24,1,"$1,500,000",25,RFA+ARB,2,"$1,900,000",2,"$1,728,786",54,6,7,13,55,55,42,12.18,0.02,0.7,-1.9,0.7,0,0.3,-1.2,0.2,"$82,500,000",1.8%,"$83,500,000",2.3%,2.1%,VGK,27,0
Troy,Terry,2023,Center,ANA,0,Right,72,192,22,3,"$1,450,000",25,RFA+ARB,7,"$7,000,000",6,"$6,918,953",70,23,38,61,22,49,48,15.7,2.65,0.15,9.7,-0.8,0.5,-0.2,1,3.7,"$82,500,000",1.8%,"$83,500,000",8.4%,8.3%,ANA,148,0
Scott,Mayfield,2023,Defenseman,NYI,0,Right,77,220,25,5,"$1,450,000",30,UFA,7,"$3,500,000",6,"$3,703,819",82,6,18,24,83,50,49,17.75,0.03,2.6,-3.9,5.9,0,-3.8,0,-0.1,"$82,500,000",1.8%,"$83,500,000",4.2%,4.4%,NYI,34,0
Tage,Thompson,2023,Center,BUF,0,Right,78,220,22,3,"$1,400,000",25,RFA+ARB,7,"$7,142,857",7,"$7,201,597",78,47,47,94,39,53,54,14,3.15,0.53,10.7,-5.8,6.4,-0.9,0.2,1.4,"$82,500,000",1.7%,"$83,500,000",8.6%,8.6%,BUF,26,0
Morgan,Geekie,2023,Center,SEA,0,Right,75,212,24,1,"$1,400,000",25,UFA no QO,2,"$2,000,000",2,"$1,769,726",69,9,19,28,24,58,50,9.53,0.07,0.77,8.6,-2.6,0,-1.1,0.5,0,"$82,500,000",1.7%,"$83,500,000",2.4%,2.1%,SEA,67,0
Caleb,Jones,2023,Defenseman,CHI,1,Left,73,194,25,1,"$1,350,000",26,UFA no QO,1,"$775,000",1,"$1,112,765",73,4,12,16,40,40,46,18.5,1.72,0.63,1.2,1.9,-0.8,0.7,-0.6,-0.2,"$82,500,000",1.6%,"$83,500,000",0.9%,1.3%,CHI,117,0
Andrew,Cogliano,2023,Center,COL,1,Left,70,179,35,1,"$1,250,000",36,UFA,1,"$825,000",1,"$890,032",79,10,9,19,44,55,48,10.55,0.02,1.83,1.3,1.9,0,-1.4,-1,1.9,"$82,500,000",1.5%,"$83,500,000",1.0%,1.1%,COL,25,0
Mattias,Janmark,2023,Center,EDM,1,Left,74,205,29,1,"$1,250,000",30,UFA,1,"$1,000,000",2,"$1,256,419",66,10,15,25,30,50,48,12.37,0.1,1.92,-2.5,2.4,0.1,0.3,-0.3,-0.4,"$82,500,000",1.5%,"$83,500,000",1.2%,1.5%,EDM,79,0
Noel,Acciari,2023,Center,TOR,0,Right,71,205,30,1,"$1,250,000",31,UFA,3,"$2,000,000",2,"$2,007,547",77,14,9,23,21,41,44,12.27,0.13,1.58,-5.9,4.8,-0.2,0.7,0.9,0.7,"$82,500,000",1.5%,"$83,500,000",2.4%,2.4%,STL/TOR,250,1
Troy,Stecher,2023,Defenseman,CGY,0,Right,70,185,28,1,"$1,250,000",29,UFA,1,"$1,100,000",1,"$1,174,900",81,3,11,14,44,42,46,13.9,0.07,2.1,-5.7,-4.3,0,0.1,-0.1,0,"$82,500,000",1.5%,"$83,500,000",1.3%,1.4%,ARI/CGY,250,1
Frederick,Gaudreau,2023,Center,MIN,0,Right,72,183,28,2,"$1,200,000",30,UFA,5,"$2,100,000",3,"$2,253,391",82,19,19,38,10,51,47,12.3,1.12,2,0.8,1.9,-0.3,0,2.2,-1,"$82,500,000",1.5%,"$83,500,000",2.5%,2.7%,MIN,250,1
Ryan,Donato,2023,Center,SEA,1,Left,72,190,26,1,"$1,200,000",27,UFA,2,"$2,000,000",2,"$1,859,129",71,14,13,27,46,63,52,10.63,0.53,0.05,6,-1.7,-1.3,0,0.6,-0.1,"$82,500,000",1.5%,"$83,500,000",2.4%,2.2%,SEA,56,0
Christian,Fischer,2023,Winger,UTA,0,Right,74,214,25,1,"$1,125,875",26,UFA no QO,1,"$1,125,000",1,"$1,528,124",80,13,14,27,20,42,43,11.95,0.27,2.25,0.2,-1.1,0.1,-0.4,0.8,-0.6,"$82,500,000",1.4%,"$83,500,000",1.3%,1.8%,ARI,32,0
Jonas,Siegenthaler,2023,Defenseman,NJ,1,Left,74,218,24,2,"$1,125,000",26,RFA+ARB,5,"$3,400,000",5,"$3,380,692",80,4,17,21,44,57,53,17.35,0.1,2.17,8.9,4.9,0.1,-0.5,0.1,0.5,"$82,500,000",1.4%,"$83,500,000",4.1%,4.0%,N.J,57,0
Ross,Colton,2023,Center,TB,1,Left,72,194,24,2,"$1,125,000",26,RFA+ARB,4,"$4,000,000",3,"$3,288,517",81,16,16,32,50,45,53,11.07,1.18,0,1.6,-1.3,0,0,0.7,0,"$82,500,000",1.4%,"$83,500,000",4.8%,3.9%,T.B,118,0
Marcus,Johansson,2023,Center,WSH,1,Left,71,203,31,1,"$1,100,000",32,UFA,2,"$2,000,000",2,"$2,076,686",80,19,27,46,8,54,51,12.35,2.68,0.72,7.4,2.6,0.2,0.7,2.3,0.4,"$82,500,000",1.3%,"$83,500,000",2.4%,2.5%,MIN/WSH,24,0
Jake,Walman,2023,Defenseman,DET,1,Left,73,218,26,1,"$1,050,000",27,UFA,3,"$3,400,000",3,"$3,401,689",63,9,9,18,45,53,50,16.2,0.85,2,2.1,7.1,-1.2,0.4,-0.2,1.2,"$82,500,000",1.3%,"$83,500,000",4.1%,4.1%,DET,82,0
Trent,Frederic,2023,Center,BOS,1,Left,75,220,23,2,"$1,050,000",25,RFA+ARB,2,"$2,300,000",2,"$2,357,399",79,17,14,31,57,67,50,11.23,0.07,0.45,6.9,2.7,0,0.3,0.5,-0.1,"$82,500,000",1.3%,"$83,500,000",2.8%,2.8%,BOS,29,0
Joel,Kiviranta,2023,Winger,DAL,1,Left,71,185,25,2,"$1,050,000",27,UFA,1,"$775,000",2,"$1,021,243",70,8,1,9,40,34,51,10.4,0.05,1.55,-6,-0.2,0,0.9,-1.4,0.3,"$82,500,000",1.3%,"$83,500,000",0.9%,1.2%,DAL,250,1
Danton,Heinen,2023,Winger,PIT,1,Left,73,187,27,1,"$1,000,000",28,UFA,1,"$775,000",1,"$881,241",65,8,14,22,12,46,51,9.9,0.75,0.03,2.9,1.5,-0.5,0,0.4,-0.8,"$82,500,000",1.2%,"$83,500,000",0.9%,1.1%,PIT,116,0
Connor,Clifton,2023,Defenseman,BOS,0,Right,71,192,24,3,"$1,000,000",27,UFA,3,"$3,333,333",2,"$2,807,831",78,5,18,23,60,58,48,15.88,0.08,1.27,1.5,1.5,-0.1,0.5,-0.1,1,"$82,500,000",1.2%,"$83,500,000",4.0%,3.4%,BOS,133,0
Mikey,Anderson,2023,Defenseman,LA,1,Left,72,196,23,1,"$1,000,000",24,RFA+ARB,8,"$4,125,000",7,"$4,115,413",77,5,15,20,40,54,52,18.68,0.1,2.22,-0.2,4,0,0.5,1.7,0.3,"$82,500,000",1.2%,"$83,500,000",4.9%,4.9%,L.A,103,0
Corey,Perry,2023,Winger,TB,0,Right,75,207,36,2,"$1,000,000",38,UFA,1,"$1,100,000",1,"$1,137,355",81,12,13,25,95,39,51,9.48,1.47,0,-0.6,3.6,4.7,0,0,0.3,"$82,500,000",1.2%,"$83,500,000",1.3%,1.4%,T.B,28,0
Pierre-Edouard,Bellemare,2023,Center,TB,1,Left,72,196,36,2,"$1,000,000",38,UFA,1,"$775,000",1,"$795,627",73,4,9,13,34,38,46,8.98,0.02,2.18,-1.4,-0.6,0,-1.8,0.9,-0.5,"$82,500,000",1.2%,"$83,500,000",0.9%,1.0%,T.B,250,1
Michael,McLeod,2023,Center,NJ,0,Right,74,190,23,2,"$975,000",25,UFA no QO,1,"$1,400,000",2,"$1,475,824",80,4,22,26,43,53,51,10.82,0.07,1.15,2.5,-1.1,0,2.1,0.8,0.3,"$82,500,000",1.2%,"$83,500,000",1.7%,1.8%,N.J,12,0
Noah,Gregor,2023,Winger,SJ,1,Left,72,190,24,1,"$950,000",25,UFA no QO,1,"$775,000",2,"$843,121",57,10,7,17,32,43,42,12.23,0.37,0.18,0.8,-5.1,-0.2,-0.3,-0.3,0,"$82,500,000",1.2%,"$83,500,000",0.9%,1.0%,S.J,111,0
Andrei,Kuzmenko,2023,Winger,VAN,0,Right,71,194,26,1,"$1,800,000",27,UFA,2,"$5,500,000",3,"$5,459,621",81,39,35,74,8,57,52,12.85,2.9,0,14,3.1,-0.5,0,2.2,-0.8,"$82,500,000",2.2%,"$83,500,000",6.6%,6.5%,VAN,250,1
Jack,Johnson,2023,Defenseman,COL,1,Left,73,227,35,1,"$950,000",36,UFA,1,"$775,000",1,"$868,408",83,2,6,8,28,39,42,16.65,0.05,1.97,-8.9,-1.5,0,0,1.5,0,"$82,500,000",1.2%,"$83,500,000",0.9%,1.0%,CHI/COL,3,0
Trevor,Van Riemsdyk,2023,Defenseman,WSH,0,Right,75,192,29,2,"$950,000",31,UFA,3,"$3,000,000",3,"$2,822,763",75,7,16,23,15,53,51,15.77,0.27,2.43,7.9,1.9,0.5,-0.3,2.5,-0.3,"$82,500,000",1.2%,"$83,500,000",3.6%,3.4%,WSH,250,1
Michael,Bunting,2023,Winger,TOR,1,Left,72,185,25,2,"$950,000",27,UFA,3,"$4,500,000",3,"$4,233,445",82,23,26,49,103,64,52,13.63,1.8,0,9.6,-3.1,1,0,-0.4,1,"$82,500,000",1.2%,"$83,500,000",5.4%,5.1%,TOR,117,0
Zack,MacEwen,2023,Center,PHI,0,Right,76,236,26,1,"$925,000",27,UFA no QO,3,"$775,000",2,"$893,146",56,4,6,10,66,41,47,10.88,0.53,0.02,-2.3,-1.5,-0.4,0,-0.8,0.1,"$82,500,000",1.1%,"$83,500,000",0.9%,1.1%,L.A/PHI,250,1
Dylan,Samberg,2023,Defenseman,WPG,1,Left,76,216,21,3,"$1,175,000",24,RFA+ARB,2,"$1,400,000",2,"$1,285,010",63,2,6,8,25,54,54,12.78,0.05,1.88,-2,3.8,0,2.1,0.6,0.1,"$82,500,000",1.4%,"$83,500,000",1.7%,1.5%,WPG,43,0
Noah,Cates,2023,Winger,PHI,1,Left,73,165,23,2,"$1,137,500",25,RFA+ARB,2,"$2,625,000",2,"$2,742,184",82,13,25,38,12,51,47,13.5,1.78,1.78,2,6.5,0.5,0.3,2.2,-1.2,"$82,500,000",1.4%,"$83,500,000",3.1%,3.3%,PHI,137,0
Morgan,Barron,2023,Center,WPG,1,Left,76,220,21,3,"$1,775,000",24,RFA+ARB,2,"$1,350,000",2,"$1,547,688",70,8,13,21,31,50,50,11.33,0.1,1.5,-1.7,-1.4,-0.1,1.6,0,0,"$82,500,000",2.2%,"$83,500,000",1.6%,1.9%,WPG,174,0
K'Andre,Miller,2023,Defenseman,NYR,1,Left,77,209,20,3,"$1,275,000",23,RFA,2,"$3,872,000",3,"$4,064,179",79,9,34,43,47,50,52,18.82,0.52,1.8,5.1,0.7,0,2.1,1,-1.2,"$82,500,000",1.5%,"$83,500,000",4.6%,4.9%,NYR,22,0
Jacob,Bernard-Docker,2023,Defenseman,OTT,0,Right,73,196,20,3,"$1,208,333",23,RFA,2,"$805,000",2,"$719,994",19,0,1,1,11,38,49,15.3,0.03,0.37,-2.7,1.6,0,0.1,0.1,-0.3,"$82,500,000",1.5%,"$83,500,000",1.0%,0.9%,OTT,26,0
Mattias,Samuelsson,2023,Defenseman,BUF,1,Left,76,229,20,3,"$925,000",23,RFA,7,"$4,285,714",6,"$4,172,842",55,2,8,10,20,53,48,18.82,0.08,2.57,5,0.7,0,-2.3,0.6,-0.6,"$82,500,000",1.1%,"$83,500,000",5.1%,5.0%,BUF,32,0
Jake,Christiansen,2023,Defenseman,CBJ,1,Left,72,198,20,3,"$925,000",23,RFA+ARB,1,"$775,000",1,"$766,226",24,0,4,4,4,42,47,14.32,0.42,0.12,0,0.6,0,0,0.5,0.3,"$82,500,000",1.1%,"$83,500,000",0.9%,0.9%,CBJ,250,1
Trevor,Zegras,2023,Center,ANA,1,Left,72,185,19,3,"$1,775,000",22,RFA,3,"$5,750,000",3,"$5,799,306",81,23,42,65,88,43,47,15.37,2.72,0.02,8.5,-7.9,0.3,0,-1.2,0.9,"$82,500,000",2.2%,"$83,500,000",6.9%,6.9%,ANA,9,0
Shane,Pinto,2023,Center,OTT,0,Right,75,207,20,3,"$1,325,000",23,RFA,1,"$775,000",2,"$1,411,304",82,20,15,35,18,40,51,13,1.93,0.4,-1.6,1.6,1.4,1.4,1.6,0.7,"$82,500,000",1.6%,"$83,500,000",0.9%,1.7%,OTT,32,0
Pavel,Dorofeyev,2023,Winger,VGK,1,Left,73,194,20,3,"$925,000",23,RFA,1,"$825,000",1,"$845,620",18,7,2,9,6,66,46,12.43,1.62,0,1.1,0.5,0.4,0,0.1,0,"$82,500,000",1.1%,"$83,500,000",1.0%,1.0%,VGK,79,0
Alexis,Lafreniere,2023,Winger,NYR,1,Left,74,196,19,3,"$3,775,000",22,RFA,2,"$2,325,000",3,"$2,969,622",81,16,23,39,33,52,52,13.48,1.35,0.03,3.9,-1.1,-1,0,0.6,-0.5,"$82,500,000",4.6%,"$83,500,000",2.8%,3.6%,NYR,1,0
Jamie,Drysdale,2023,Defenseman,ANA,0,Right,71,185,18,3,"$1,775,000",21,RFA,3,"$2,300,000",2,"$2,083,796",8,0,0,0,2,36,42,15.97,0.57,0.87,-0.7,0.8,-0.1,0,0.1,-0.2,"$82,500,000",2.2%,"$83,500,000",2.8%,2.5%,ANA,6,0
Yegor,Chinakhov,2023,Winger,CBJ,1,Left,73,203,20,3,"$1,325,000",23,RFA,1,"$800,000",1,"$832,101",30,4,9,13,10,40,45,11.88,1.12,0,1.8,1.4,0.2,0,-0.1,-0.5,"$82,500,000",1.6%,"$83,500,000",1.0%,1.0%,CBJ,21,0
Tim,Stutzle,2023,Winger,OTT,1,Left,72,192,18,3,"$3,425,000",21,RFA,8,"$8,350,000",8,"$8,306,290",78,39,51,90,54,49,55,15.2,3.7,1.18,11.4,-1.1,0.1,-4.3,-1.2,2.9,"$82,500,000",4.2%,"$83,500,000",10.0%,9.9%,OTT,3,0
Ben,Meyers,2023,Center,COL,1,Left,71,194,23,2,"$1,031,250",25,RFA,1,"$775,000",1,"$734,003",39,4,0,4,6,37,51,9.27,0.23,0,-2,1.7,-0.1,0,0.3,0,"$82,500,000",1.3%,"$83,500,000",0.9%,0.9%,COL,250,1
Alex,Newhook,2023,Center,COL,1,Left,70,190,20,3,"$1,358,333",23,RFA,4,"$2,900,000",3,"$2,466,987",82,14,16,30,22,53,51,12.25,1.35,0.03,3.9,0.8,-0.4,0,0.8,-1,"$82,500,000",1.6%,"$83,500,000",3.5%,3.0%,COL,16,0
Logan,Stanley,2023,Defenseman,WPG,1,Left,79,231,23,2,"$900,000",25,RFA+ARB,1,"$1,000,000",1,"$1,097,101",19,1,2,3,21,47,46,12.33,0,1.37,-0.1,-1.5,0,0.4,-0.3,-0.3,"$82,500,000",1.1%,"$83,500,000",1.2%,1.3%,WPG,18,0
Nick,Bjugstad,2023,Center,EDM,0,Right,78,205,29,1,"$900,000",30,UFA,2,"$2,100,000",2,"$1,970,187",78,17,12,29,34,56,47,13.05,0.58,2.02,3.5,1.7,0,-3.1,-0.1,-0.1,"$82,500,000",1.1%,"$83,500,000",2.5%,2.4%,ARI/EDM,19,0
William,Borgen,2023,Defenseman,SEA,0,Right,75,205,24,2,"$900,000",26,RFA+ARB,2,"$2,700,000",2,"$2,585,478",82,3,17,20,47,53,50,14.53,0.07,1.55,3.2,2,-0.1,1.9,0.6,0.6,"$82,500,000",1.1%,"$83,500,000",3.2%,3.1%,SEA,92,0
Oliver,Wahlstrom,2023,Winger,NYI,0,Right,74,205,18,3,"$1,431,667",21,RFA,1,"$874,125",1,"$1,007,797",35,7,9,16,32,71,52,10.93,1.03,0,3,2,0.1,0,-0.9,0.4,"$82,500,000",1.7%,"$83,500,000",1.0%,1.2%,NYI,11,0
Joe,Veleno,2023,Center,DET,1,Left,73,201,19,3,"$1,106,667",22,RFA,1,"$825,000",1,"$982,879",81,9,11,20,30,42,45,11.6,0.38,0.42,-0.2,2.9,1,0,-0.3,0,"$82,500,000",1.3%,"$83,500,000",1.0%,1.2%,DET,30,0
Bowen,Byram,2023,Defenseman,COL,1,Left,73,205,18,3,"$3,394,167",21,RFA,2,"$3,850,000",3,"$4,102,864",42,10,14,24,38,50,51,19.05,1.25,1.08,1.1,-0.2,1.9,-0.5,-0.2,0,"$82,500,000",4.1%,"$83,500,000",4.6%,4.9%,COL,4,0
Dylan,Cozens,2023,Center,BUF,0,Right,75,205,18,3,"$1,744,167",21,RFA,7,"$7,100,000",7,"$7,136,897",81,31,37,68,41,48,49,11.98,2.67,1.23,8.5,-4.1,2.4,-3.2,1.4,0.4,"$82,500,000",2.1%,"$83,500,000",8.5%,8.5%,BUF,7,0
Tobias,Bjornfot,2023,Defenseman,LA,1,Left,72,201,18,3,"$1,052,500",21,RFA,2,"$775,000",2,"$782,967",10,0,1,1,6,50,51,13.02,0.02,0.73,0.9,-0.3,0,0.2,0,-0.2,"$82,500,000",1.3%,"$83,500,000",0.9%,0.9%,L.A,22,0
Nils,Hoglander,2023,Winger,VAN,1,Left,69,185,19,3,"$1,125,000",22,RFA,2,"$1,100,000",2,"$937,403",25,3,6,9,6,44,49,11.67,0.25,0,1.3,-0.3,-0.1,0,0.4,0.2,"$82,500,000",1.4%,"$83,500,000",1.3%,1.1%,VAN,40,0
Jack,McBain,2023,Center,UTA,1,Left,76,218,22,2,"$1,350,000",24,RFA,2,"$1,599,999",2,"$1,699,163",82,12,14,26,64,41,40,11.42,0.22,2.1,0.7,-2.2,0.4,-0.5,-1.1,-0.8,"$82,500,000",1.6%,"$83,500,000",1.9%,2.0%,ARI,63,0
Matt,Boldy,2023,Winger,MIN,1,Left,74,201,19,3,"$1,325,000",22,RFA,7,"$7,000,000",7,"$6,953,256",81,31,32,63,39,54,51,13.72,3.5,0.15,2.2,5.1,3.1,0.2,1.2,-1,"$82,500,000",1.6%,"$83,500,000",8.4%,8.3%,MIN,12,0
Cam,York,2023,Defenseman,PHI,1,Left,72,194,20,3,"$1,308,333",23,RFA,2,"$1,600,000",2,"$1,641,386",54,2,18,20,18,50,49,16.95,1.72,0.38,3.7,2.6,-1.8,-0.1,0.8,0.9,"$82,500,000",1.6%,"$83,500,000",1.9%,2.0%,PHI,14,0
Cole,Caufield,2023,Winger,MTL,0,Right,68,174,20,3,"$1,308,333",23,RFA,8,"$7,850,000",8,"$7,741,598",46,26,10,36,2,51,49,13.98,3.13,0.02,6.8,-2.8,0.2,0,1.4,0.1,"$82,500,000",1.6%,"$83,500,000",9.4%,9.3%,MTL,15,0
Cody,Glass,2023,Center,NSH,0,Right,75,201,23,1,"$874,125",24,RFA+ARB,2,"$2,500,000",2,"$2,495,258",72,14,21,35,20,61,49,11.95,2.23,0.15,4.2,5.1,-0.5,0.1,0.8,-0.9,"$82,500,000",1.1%,"$83,500,000",3.0%,3.0%,NSH,6,0
Jesper,Boqvist,2023,Center,NJ,1,Left,72,190,23,1,"$874,125",24,UFA no QO,1,"$775,000",2,"$784,293",70,10,11,21,2,57,52,10.9,0.1,0.43,2.2,2.5,-0.1,-0.1,1.7,-0.2,"$82,500,000",1.1%,"$83,500,000",0.9%,0.9%,N.J,36,0
Josh,Dunne,2023,Center,CBJ,1,Left,76,207,23,1,"$874,125",24,RFA+ARB,1,"$775,000",1,"$716,375",8,0,0,0,6,0,40,8.57,0.87,0.45,-1.3,-0.1,-0.1,-0.1,-0.2,0.2,"$82,500,000",1.1%,"$83,500,000",0.9%,0.9%,CBJ,250,1
